date,region,blood_group,demand_units,is_festival,weekday,month,accident_risk_index,hospital_load
2023-10-13,Trichy,O+,5,0,4,10,1.34,1
2023-10-13,Trichy,O-,5,0,4,10,0.87,0
2023-10-13,Trichy,A+,8,0,4,10,1.39,2
2023-10-13,Trichy,A-,5,0,4,10,0.84,2
2023-10-13,Trichy,B+,3,0,4,10,0.8,2
2023-10-13,Trichy,B-,4,0,4,10,1.31,0
2023-10-13,Trichy,AB+,4,0,4,10,1.41,1
2023-10-13,Trichy,AB-,7,0,4,10,1.06,1
2023-10-13,Salem,O+,3,0,4,10,1.06,1
2023-10-13,Salem,O-,13,0,4,10,1.41,1
2023-10-13,Salem,A+,5,0,4,10,1.46,0
2023-10-13,Salem,A-,5,0,4,10,0.82,2
2023-10-13,Salem,B+,5,0,4,10,1.34,0
2023-10-13,Salem,B-,5,0,4,10,0.9,0
2023-10-13,Salem,AB+,2,0,4,10,1.22,2
2023-10-13,Salem,AB-,3,0,4,10,1.19,1
2023-10-14,Coimbatore,O+,16,0,5,10,0.98,1
2023-10-14,Coimbatore,O-,16,0,5,10,1.3,1
2023-10-14,Coimbatore,A+,7,0,5,10,1.36,0
2023-10-14,Coimbatore,A-,7,0,5,10,1.43,1
2023-10-14,Coimbatore,B+,3,0,5,10,1.03,2
2023-10-14,Coimbatore,B-,10,0,5,10,1.09,1
2023-10-14,Coimbatore,AB+,3,0,5,10,1.44,2
2023-10-14,Coimbatore,AB-,5,0,5,10,1.38,1
2023-10-14,Chennai,O+,10,0,5,10,0.97,1
2023-10-14,Chennai,O-,10,0,5,10,0.98,1
2023-10-14,Chennai,A+,9,0,5,10,0.9,0
2023-10-14,Chennai,A-,5,0,5,10,1.22,2
2023-10-14,Chennai,B+,12,0,5,10,1.04,0
2023-10-14,Chennai,B-,3,0,5,10,0.97,0
2023-10-14,Chennai,AB+,1,0,5,10,1.01,1
2023-10-14,Chennai,AB-,7,0,5,10,0.81,2
2023-10-14,Madurai,O+,10,0,5,10,1.27,1
2023-10-14,Madurai,O-,5,0,5,10,0.9,2
2023-10-14,Madurai,A+,12,0,5,10,0.99,0
2023-10-14,Madurai,A-,12,0,5,10,1.37,0
2023-10-14,Madurai,B+,12,0,5,10,0.82,2
2023-10-14,Madurai,B-,7,0,5,10,1.46,0
2023-10-14,Madurai,AB+,9,0,5,10,0.88,1
2023-10-14,Madurai,AB-,3,0,5,10,1.19,2
2023-10-14,Trichy,O+,10,0,5,10,0.95,0
2023-10-14,Trichy,O-,16,0,5,10,1.04,1
2023-10-14,Trichy,A+,7,0,5,10,1.17,1
2023-10-14,Trichy,A-,12,0,5,10,1.46,1
2023-10-14,Trichy,B+,3,0,5,10,0.87,0
2023-10-14,Trichy,B-,10,0,5,10,1.15,1
2023-10-14,Trichy,AB+,9,0,5,10,0.89,2
2023-10-14,Trichy,AB-,5,0,5,10,1.29,1
2023-10-14,Salem,O+,12,0,5,10,1.05,0
2023-10-14,Salem,O-,7,0,5,10,0.92,0
2023-10-14,Salem,A+,14,0,5,10,1.43,2
2023-10-14,Salem,A-,7,0,5,10,1.24,2
2023-10-14,Salem,B+,1,0,5,10,0.8,2
2023-10-14,Salem,B-,9,0,5,10,1.45,2
2023-10-14,Salem,AB+,5,0,5,10,1.11,2
2023-10-14,Salem,AB-,5,0,5,10,0.95,0
2023-10-15,Coimbatore,O+,18,0,6,10,1.0,1
2023-10-15,Coimbatore,O-,12,0,6,10,1.3,0
2023-10-15,Coimbatore,A+,23,0,6,10,1.09,1
2023-10-15,Coimbatore,A-,3,0,6,10,1.06,0
2023-10-15,Coimbatore,B+,9,0,6,10,1.17,2
2023-10-15,Coimbatore,B-,14,0,6,10,1.08,2
2023-10-15,Coimbatore,AB+,9,0,6,10,1.09,2
2023-10-15,Coimbatore,AB-,7,0,6,10,1.19,0
2023-10-15,Chennai,O+,7,0,6,10,1.1,1
2023-10-15,Chennai,O-,12,0,6,10,1.27,0
2023-10-15,Chennai,A+,14,0,6,10,1.18,2
2023-10-15,Chennai,A-,9,0,6,10,1.44,0
2023-10-15,Chennai,B+,10,0,6,10,0.92,1
2023-10-15,Chennai,B-,12,0,6,10,1.22,0
2023-10-15,Chennai,AB+,9,0,6,10,0.95,2
2023-10-15,Chennai,AB-,14,0,6,10,1.29,0
2023-10-15,Madurai,O+,9,0,6,10,1.15,0
2023-10-15,Madurai,O-,10,0,6,10,1.46,1
2023-10-15,Madurai,A+,1,0,6,10,1.37,2
2023-10-15,Madurai,A-,0,0,6,10,1.42,2
2023-10-15,Madurai,B+,5,0,6,10,1.17,0
2023-10-15,Madurai,B-,3,0,6,10,1.34,0
2023-10-15,Madurai,AB+,5,0,6,10,1.5,1
2023-10-15,Madurai,AB-,14,0,6,10,0.98,1
2023-10-15,Trichy,O+,5,0,6,10,1.26,2
2023-10-15,Trichy,O-,10,0,6,10,0.94,1
2023-10-15,Trichy,A+,3,0,6,10,0.84,0
2023-10-15,Trichy,A-,12,0,6,10,1.33,2
2023-10-15,Trichy,B+,3,0,6,10,1.47,1
2023-10-15,Trichy,B-,3,0,6,10,1.3,0
2023-10-15,Trichy,AB+,18,0,6,10,0.81,2
2023-10-15,Trichy,AB-,16,0,6,10,1.32,2
2023-10-15,Salem,O+,3,0,6,10,1.49,0
2023-10-15,Salem,O-,12,0,6,10,1.49,2
2023-10-15,Salem,A+,5,0,6,10,1.46,2
2023-10-15,Salem,A-,3,0,6,10,1.29,2
2023-10-15,Salem,B+,7,0,6,10,1.05,2
2023-10-15,Salem,B-,7,0,6,10,1.16,2
2023-10-15,Salem,AB+,5,0,6,10,1.1,1
2023-10-15,Salem,AB-,5,0,6,10,1.46,0
2023-10-16,Coimbatore,O+,3,0,0,10,0.95,2
2023-10-16,Coimbatore,O-,8,0,0,10,0.98,0
2023-10-16,Coimbatore,A+,9,0,0,10,1.24,2
2023-10-16,Coimbatore,A-,4,0,0,10,1.1,1
2023-10-16,Coimbatore,B+,6,0,0,10,1.28,1
2023-10-16,Coimbatore,B-,6,0,0,10,0.92,2
2023-10-16,Coimbatore,AB+,6,0,0,10,0.96,1
2023-10-16,Coimbatore,AB-,7,0,0,10,0.87,1
2023-10-16,Chennai,O+,7,0,0,10,1.4,0
2023-10-16,Chennai,O-,1,0,0,10,0.82,0
2023-10-16,Chennai,A+,4,0,0,10,1.35,1
2023-10-16,Chennai,A-,7,0,0,10,1.14,0
2023-10-16,Chennai,B+,0,0,0,10,1.18,2
2023-10-16,Chennai,B-,3,0,0,10,0.83,0
2023-10-16,Chennai,AB+,5,0,0,10,1.29,1
2023-10-16,Chennai,AB-,3,0,0,10,1.2,0
2023-10-16,Madurai,O+,4,0,0,10,1.44,1
2023-10-16,Madurai,O-,2,0,0,10,0.99,2
2023-10-16,Madurai,A+,5,0,0,10,1.39,2
2023-10-16,Madurai,A-,4,0,0,10,1.45,2
2023-10-16,Madurai,B+,3,0,0,10,1.15,1
2023-10-16,Madurai,B-,2,0,0,10,0.84,2
2023-10-16,Madurai,AB+,6,0,0,10,1.24,0
2023-10-16,Madurai,AB-,4,0,0,10,1.37,2
2023-10-16,Trichy,O+,5,0,0,10,1.18,1
2023-10-16,Trichy,O-,6,0,0,10,1.36,0
2023-10-16,Trichy,A+,3,0,0,10,1.21,1
2023-10-16,Trichy,A-,4,0,0,10,1.05,0
2023-10-16,Trichy,B+,2,0,0,10,0.97,2
2023-10-16,Trichy,B-,3,0,0,10,1.06,1
2023-10-16,Trichy,AB+,4,0,0,10,0.89,2
2023-10-16,Trichy,AB-,9,0,0,10,1.25,0
2023-10-16,Salem,O+,4,0,0,10,1.33,1
2023-10-16,Salem,O-,8,0,0,10,1.36,2
2023-10-16,Salem,A+,4,0,0,10,1.27,2
2023-10-16,Salem,A-,6,0,0,10,1.0,0
2023-10-16,Salem,B+,4,0,0,10,1.18,1
2023-10-16,Salem,B-,3,0,0,10,0.97,1
2023-10-16,Salem,AB+,6,0,0,10,1.46,0
2023-10-16,Salem,AB-,6,0,0,10,0.88,1
2023-10-17,Coimbatore,O+,6,0,1,10,1.12,0
2023-10-17,Coimbatore,O-,2,0,1,10,1.38,1
2023-10-17,Coimbatore,A+,6,0,1,10,1.39,0
2023-10-17,Coimbatore,A-,7,0,1,10,1.01,2
2023-10-17,Coimbatore,B+,6,0,1,10,0.89,0
2023-10-17,Coimbatore,B-,7,0,1,10,1.09,1
2023-10-17,Coimbatore,AB+,9,0,1,10,0.96,0
2023-10-17,Coimbatore,AB-,7,0,1,10,1.17,2
2023-10-17,Chennai,O+,5,0,1,10,0.93,2
2023-10-17,Chennai,O-,2,0,1,10,1.08,1
2023-10-17,Chennai,A+,7,0,1,10,0.86,1
2023-10-17,Chennai,A-,3,0,1,10,1.0,2
2023-10-17,Chennai,B+,6,0,1,10,1.03,2
2023-10-17,Chennai,B-,6,0,1,10,1.24,1
2023-10-17,Chennai,AB+,3,0,1,10,1.43,1
2023-10-17,Chennai,AB-,7,0,1,10,1.41,0
2023-10-17,Madurai,O+,4,0,1,10,1.34,1
2023-10-17,Madurai,O-,3,0,1,10,1.22,0
2023-10-17,Madurai,A+,6,0,1,10,0.92,2
2023-10-17,Madurai,A-,5,0,1,10,1.3,2
2023-10-17,Madurai,B+,6,0,1,10,0.82,0
2023-10-17,Madurai,B-,5,0,1,10,1.1,1
2023-10-17,Madurai,AB+,4,0,1,10,1.08,0
2023-10-17,Madurai,AB-,1,0,1,10,0.88,2
2023-10-17,Trichy,O+,4,0,1,10,1.03,0
2023-10-17,Trichy,O-,2,0,1,10,1.21,0
2023-10-17,Trichy,A+,3,0,1,10,1.16,0
2023-10-17,Trichy,A-,8,0,1,10,1.09,1
2023-10-17,Trichy,B+,8,0,1,10,1.16,2
2023-10-17,Trichy,B-,2,0,1,10,1.14,0
2023-10-17,Trichy,AB+,5,0,1,10,1.16,0
2023-10-17,Trichy,AB-,3,0,1,10,1.31,0
2023-10-17,Salem,O+,4,0,1,10,1.21,1
2023-10-17,Salem,O-,5,0,1,10,1.09,2
2023-10-17,Salem,A+,7,0,1,10,0.97,1
2023-10-17,Salem,A-,2,0,1,10,0.96,2
2023-10-17,Salem,B+,2,0,1,10,1.12,1
2023-10-17,Salem,B-,8,0,1,10,1.02,1
2023-10-17,Salem,AB+,2,0,1,10,0.88,1
2023-10-17,Salem,AB-,5,0,1,10,1.25,2
2023-10-18,Coimbatore,O+,5,0,2,10,1.12,1
2023-10-18,Coimbatore,O-,2,0,2,10,1.36,0
2023-10-18,Coimbatore,A+,10,0,2,10,1.46,1
2023-10-18,Coimbatore,A-,4,0,2,10,1.44,1
2023-10-18,Coimbatore,B+,6,0,2,10,0.97,0
2023-10-18,Coimbatore,B-,3,0,2,10,1.47,1
2023-10-18,Coimbatore,AB+,5,0,2,10,1.23,0
2023-10-18,Coimbatore,AB-,4,0,2,10,1.3,2
2023-10-18,Chennai,O+,1,0,2,10,1.42,0
2023-10-18,Chennai,O-,4,0,2,10,1.05,1
2023-10-18,Chennai,A+,6,0,2,10,1.29,2
2023-10-18,Chennai,A-,4,0,2,10,0.95,0
2023-10-18,Chennai,B+,1,0,2,10,0.88,1
2023-10-18,Chennai,B-,4,0,2,10,1.21,0
2023-10-18,Chennai,AB+,4,0,2,10,1.4,0
2023-10-18,Chennai,AB-,7,0,2,10,1.37,0
2023-10-18,Madurai,O+,4,0,2,10,1.27,0
2023-10-18,Madurai,O-,4,0,2,10,1.43,0
2023-10-18,Madurai,A+,4,0,2,10,1.12,1
2023-10-18,Madurai,A-,7,0,2,10,1.14,1
2023-10-18,Madurai,B+,4,0,2,10,1.4,1
2023-10-18,Madurai,B-,3,0,2,10,1.08,2
2023-10-18,Madurai,AB+,5,0,2,10,1.02,1
2023-10-18,Madurai,AB-,5,0,2,10,1.09,2
2023-10-18,Trichy,O+,5,0,2,10,0.83,2
2023-10-18,Trichy,O-,4,0,2,10,0.9,2
2023-10-18,Trichy,A+,4,0,2,10,1.48,0
2023-10-18,Trichy,A-,6,0,2,10,0.87,0
2023-10-18,Trichy,B+,7,0,2,10,1.23,0
2023-10-18,Trichy,B-,7,0,2,10,0.94,1
2023-10-18,Trichy,AB+,4,0,2,10,0.82,0
2023-10-18,Trichy,AB-,6,0,2,10,1.15,1
2023-10-18,Salem,O+,7,0,2,10,1.08,2
2023-10-18,Salem,O-,7,0,2,10,0.98,1
2023-10-18,Salem,A+,7,0,2,10,1.4,0
2023-10-18,Salem,A-,5,0,2,10,1.21,2
2023-10-18,Salem,B+,1,0,2,10,1.18,2
2023-10-18,Salem,B-,2,0,2,10,0.83,2
2023-10-18,Salem,AB+,3,0,2,10,1.3,1
2023-10-18,Salem,AB-,11,0,2,10,1.45,0
2023-10-19,Coimbatore,O+,5,0,3,10,0.93,0
2023-10-19,Coimbatore,O-,10,0,3,10,0.94,1
2023-10-19,Coimbatore,A+,5,0,3,10,1.42,1
2023-10-19,Coimbatore,A-,3,0,3,10,0.82,2
2023-10-19,Coimbatore,B+,3,0,3,10,1.11,2
2023-10-19,Coimbatore,B-,9,0,3,10,0.99,2
2023-10-19,Coimbatore,AB+,6,0,3,10,1.03,2
2023-10-19,Coimbatore,AB-,4,0,3,10,0.84,2
2023-10-19,Chennai,O+,1,0,3,10,1.33,2
2023-10-19,Chennai,O-,1,0,3,10,1.28,0
2023-10-19,Chennai,A+,7,0,3,10,1.15,2
2023-10-19,Chennai,A-,6,0,3,10,1.46,2
2023-10-19,Chennai,B+,3,0,3,10,1.33,2
2023-10-19,Chennai,B-,6,0,3,10,0.82,1
2023-10-19,Chennai,AB+,4,0,3,10,1.23,2
2023-10-19,Chennai,AB-,6,0,3,10,1.38,2
2023-10-19,Madurai,O+,5,0,3,10,1.45,1
2023-10-19,Madurai,O-,5,0,3,10,1.35,0
2023-10-19,Madurai,A+,2,0,3,10,1.4,1
2023-10-19,Madurai,A-,2,0,3,10,0.82,2
2023-10-19,Madurai,B+,3,0,3,10,1.35,1
2023-10-19,Madurai,B-,6,0,3,10,0.85,0
2023-10-19,Madurai,AB+,9,0,3,10,1.44,1
2023-10-19,Madurai,AB-,8,0,3,10,1.03,0
2023-10-19,Trichy,O+,4,0,3,10,1.22,0
2023-10-19,Trichy,O-,6,0,3,10,1.2,2
2023-10-19,Trichy,A+,5,0,3,10,1.2,2
2023-10-19,Trichy,A-,7,0,3,10,1.45,1
2023-10-19,Trichy,B+,3,0,3,10,1.01,2
2023-10-19,Trichy,B-,6,0,3,10,0.99,1
2023-10-19,Trichy,AB+,10,0,3,10,0.85,2
2023-10-19,Trichy,AB-,4,0,3,10,1.48,1
2023-10-19,Salem,O+,3,0,3,10,0.82,2
2023-10-19,Salem,O-,4,0,3,10,1.37,2
2023-10-19,Salem,A+,4,0,3,10,1.17,0
2023-10-19,Salem,A-,3,0,3,10,1.0,1
2023-10-19,Salem,B+,3,0,3,10,1.27,1
2023-10-19,Salem,B-,0,0,3,10,1.14,1
2023-10-19,Salem,AB+,7,0,3,10,1.05,0
2023-10-19,Salem,AB-,5,0,3,10,1.29,2
2023-10-20,Coimbatore,O+,5,0,4,10,1.35,1
2023-10-20,Coimbatore,O-,5,0,4,10,0.8,2
2023-10-20,Coimbatore,A+,6,0,4,10,1.41,2
2023-10-20,Coimbatore,A-,9,0,4,10,1.47,1
2023-10-20,Coimbatore,B+,7,0,4,10,1.08,0
2023-10-20,Coimbatore,B-,3,0,4,10,1.04,0
2023-10-20,Coimbatore,AB+,2,0,4,10,0.91,2
2023-10-20,Coimbatore,AB-,5,0,4,10,1.44,1
2023-10-20,Chennai,O+,7,0,4,10,0.95,2
2023-10-20,Chennai,O-,4,0,4,10,1.46,1
2023-10-20,Chennai,A+,4,0,4,10,1.21,0
2023-10-20,Chennai,A-,7,0,4,10,1.12,0
2023-10-20,Chennai,B+,2,0,4,10,1.06,0
2023-10-20,Chennai,B-,8,0,4,10,1.24,1
2023-10-20,Chennai,AB+,4,0,4,10,1.45,1
2023-10-20,Chennai,AB-,2,0,4,10,0.96,2
2023-10-20,Madurai,O+,2,0,4,10,1.2,2
2023-10-20,Madurai,O-,3,0,4,10,1.4,0
2023-10-20,Madurai,A+,3,0,4,10,1.44,1
2023-10-20,Madurai,A-,5,0,4,10,0.81,2
2023-10-20,Madurai,B+,4,0,4,10,1.3,1
2023-10-20,Madurai,B-,3,0,4,10,1.45,0
2023-10-20,Madurai,AB+,7,0,4,10,0.86,2
2023-10-20,Madurai,AB-,8,0,4,10,1.04,2
2023-10-20,Trichy,O+,8,0,4,10,1.28,1
2023-10-20,Trichy,O-,3,0,4,10,1.2,1
2023-10-20,Trichy,A+,10,0,4,10,1.24,0
2023-10-20,Trichy,A-,5,0,4,10,1.18,1
2023-10-20,Trichy,B+,9,0,4,10,1.04,2
2023-10-20,Trichy,B-,3,0,4,10,1.22,1
2023-10-20,Trichy,AB+,3,0,4,10,1.14,2
2023-10-20,Trichy,AB-,6,0,4,10,1.16,0
2023-10-20,Salem,O+,3,0,4,10,1.41,0
2023-10-20,Salem,O-,7,0,4,10,0.96,0
2023-10-20,Salem,A+,5,0,4,10,1.35,2
2023-10-20,Salem,A-,5,0,4,10,1.43,1
2023-10-20,Salem,B+,9,0,4,10,1.09,2
2023-10-20,Salem,B-,4,0,4,10,0.97,1
2023-10-20,Salem,AB+,10,0,4,10,1.37,2
2023-10-20,Salem,AB-,3,0,4,10,0.85,0
2023-10-21,Coimbatore,O+,7,0,5,10,1.05,0
2023-10-21,Coimbatore,O-,9,0,5,10,1.11,0
2023-10-21,Coimbatore,A+,7,0,5,10,1.23,2
2023-10-21,Coimbatore,A-,9,0,5,10,1.13,0
2023-10-21,Coimbatore,B+,9,0,5,10,0.92,1
2023-10-21,Coimbatore,B-,9,0,5,10,1.29,1
2023-10-21,Coimbatore,AB+,18,0,5,10,1.49,2
2023-10-21,Coimbatore,AB-,9,0,5,10,1.25,1
2023-10-21,Chennai,O+,5,0,5,10,1.44,2
2023-10-21,Chennai,O-,10,0,5,10,1.06,1
2023-10-21,Chennai,A+,7,0,5,10,1.16,1
2023-10-21,Chennai,A-,5,0,5,10,1.49,0
2023-10-21,Chennai,B+,14,0,5,10,0.83,2
2023-10-21,Chennai,B-,18,0,5,10,0.82,0
2023-10-21,Chennai,AB+,9,0,5,10,0.96,1
2023-10-21,Chennai,AB-,7,0,5,10,1.28,2
2023-10-21,Madurai,O+,12,0,5,10,0.99,1
2023-10-21,Madurai,O-,10,0,5,10,1.18,1
2023-10-21,Madurai,A+,5,0,5,10,1.24,0
2023-10-21,Madurai,A-,12,0,5,10,0.95,2
2023-10-21,Madurai,B+,7,0,5,10,0.97,2
2023-10-21,Madurai,B-,16,0,5,10,0.86,2
2023-10-21,Madurai,AB+,18,0,5,10,0.81,2
2023-10-21,Madurai,AB-,5,0,5,10,0.96,1
2023-10-21,Trichy,O+,14,0,5,10,1.47,0
2023-10-21,Trichy,O-,7,0,5,10,1.09,0
2023-10-21,Trichy,A+,5,0,5,10,0.9,1
2023-10-21,Trichy,A-,3,0,5,10,1.4,2
2023-10-21,Trichy,B+,9,0,5,10,1.12,1
2023-10-21,Trichy,B-,5,0,5,10,1.25,1
2023-10-21,Trichy,AB+,7,0,5,10,1.36,1
2023-10-21,Trichy,AB-,3,0,5,10,0.98,2
2023-10-21,Salem,O+,7,0,5,10,1.07,1
2023-10-21,Salem,O-,7,0,5,10,1.1,0
2023-10-21,Salem,A+,14,0,5,10,1.05,1
2023-10-21,Salem,A-,9,0,5,10,1.32,0
2023-10-21,Salem,B+,10,0,5,10,1.3,0
2023-10-21,Salem,B-,5,0,5,10,1.08,0
2023-10-21,Salem,AB+,14,0,5,10,0.96,2
2023-10-21,Salem,AB-,5,0,5,10,1.12,0
2023-10-22,Coimbatore,O+,5,0,6,10,0.93,0
2023-10-22,Coimbatore,O-,1,0,6,10,1.33,0
2023-10-22,Coimbatore,A+,10,0,6,10,0.95,0
2023-10-22,Coimbatore,A-,7,0,6,10,1.27,2
2023-10-22,Coimbatore,B+,12,0,6,10,1.17,0
2023-10-22,Coimbatore,B-,10,0,6,10,1.38,1
2023-10-22,Coimbatore,AB+,7,0,6,10,1.36,1
2023-10-22,Coimbatore,AB-,7,0,6,10,1.44,2
2023-10-22,Chennai,O+,18,0,6,10,1.39,0
2023-10-22,Chennai,O-,5,0,6,10,1.4,0
2023-10-22,Chennai,A+,5,0,6,10,0.84,1
2023-10-22,Chennai,A-,10,0,6,10,1.42,1
2023-10-22,Chennai,B+,7,0,6,10,1.49,2
2023-10-22,Chennai,B-,7,0,6,10,1.42,1
2023-10-22,Chennai,AB+,0,0,6,10,0.98,2
2023-10-22,Chennai,AB-,1,0,6,10,1.36,0
2023-10-22,Madurai,O+,10,0,6,10,0.93,0
2023-10-22,Madurai,O-,1,0,6,10,1.03,1
2023-10-22,Madurai,A+,12,0,6,10,1.12,1
2023-10-22,Madurai,A-,7,0,6,10,1.41,0
2023-10-22,Madurai,B+,12,0,6,10,1.15,2
2023-10-22,Madurai,B-,0,0,6,10,1.2,0
2023-10-22,Madurai,AB+,5,0,6,10,0.98,2
2023-10-22,Madurai,AB-,5,0,6,10,1.04,0
2023-10-22,Trichy,O+,7,0,6,10,0.91,0
2023-10-22,Trichy,O-,10,0,6,10,1.31,0
2023-10-22,Trichy,A+,12,0,6,10,0.97,0
2023-10-22,Trichy,A-,18,0,6,10,1.03,2
2023-10-22,Trichy,B+,18,0,6,10,1.32,1
2023-10-22,Trichy,B-,1,0,6,10,0.82,0
2023-10-22,Trichy,AB+,5,0,6,10,1.5,2
2023-10-22,Trichy,AB-,9,0,6,10,0.89,2
2023-10-22,Salem,O+,9,0,6,10,0.93,1
2023-10-22,Salem,O-,7,0,6,10,0.95,1
2023-10-22,Salem,A+,3,0,6,10,1.17,2
2023-10-22,Salem,A-,9,0,6,10,1.15,0
2023-10-22,Salem,B+,7,0,6,10,0.83,2
2023-10-22,Salem,B-,3,0,6,10,0.8,2
2023-10-22,Salem,AB+,3,0,6,10,1.17,2
2023-10-22,Salem,AB-,7,0,6,10,1.43,1
2023-10-23,Coimbatore,O+,3,0,0,10,1.4,0
2023-10-23,Coimbatore,O-,3,0,0,10,1.05,2
2023-10-23,Coimbatore,A+,4,0,0,10,1.49,2
2023-10-23,Coimbatore,A-,6,0,0,10,1.28,1
2023-10-23,Coimbatore,B+,4,0,0,10,1.47,0
2023-10-23,Coimbatore,B-,3,0,0,10,1.42,2
2023-10-23,Coimbatore,AB+,14,0,0,10,1.03,0
2023-10-23,Coimbatore,AB-,6,0,0,10,1.33,1
2023-10-23,Chennai,O+,3,0,0,10,1.33,2
2023-10-23,Chennai,O-,4,0,0,10,1.15,0
2023-10-23,Chennai,A+,4,0,0,10,1.5,2
2023-10-23,Chennai,A-,4,0,0,10,1.45,2
2023-10-23,Chennai,B+,3,0,0,10,1.37,0
2023-10-23,Chennai,B-,4,0,0,10,1.04,0
2023-10-23,Chennai,AB+,7,0,0,10,1.15,1
2023-10-23,Chennai,AB-,6,0,0,10,1.02,0
2023-10-23,Madurai,O+,2,0,0,10,1.46,1
2023-10-23,Madurai,O-,3,0,0,10,1.22,0
2023-10-23,Madurai,A+,1,0,0,10,0.92,1
2023-10-23,Madurai,A-,2,0,0,10,1.21,0
2023-10-23,Madurai,B+,3,0,0,10,1.43,1
2023-10-23,Madurai,B-,6,0,0,10,1.42,2
2023-10-23,Madurai,AB+,3,0,0,10,1.37,1
2023-10-23,Madurai,AB-,10,0,0,10,1.09,1
2023-10-23,Trichy,O+,4,0,0,10,1.14,2
2023-10-23,Trichy,O-,4,0,0,10,1.11,1
2023-10-23,Trichy,A+,5,0,0,10,1.37,2
2023-10-23,Trichy,A-,4,0,0,10,1.18,0
2023-10-23,Trichy,B+,2,0,0,10,1.25,0
2023-10-23,Trichy,B-,6,0,0,10,1.4,2
2023-10-23,Trichy,AB+,7,0,0,10,0.95,1
2023-10-23,Trichy,AB-,5,0,0,10,1.25,0
2023-10-23,Salem,O+,3,0,0,10,1.33,2
2023-10-23,Salem,O-,3,0,0,10,0.84,0
2023-10-23,Salem,A+,3,0,0,10,1.11,2
2023-10-23,Salem,A-,5,0,0,10,1.23,0
2023-10-23,Salem,B+,4,0,0,10,1.39,1
2023-10-23,Salem,B-,3,0,0,10,0.87,0
2023-10-23,Salem,AB+,5,0,0,10,0.8,2
2023-10-23,Salem,AB-,5,0,0,10,1.33,1
2023-10-24,Coimbatore,O+,7,1,1,10,0.93,1
2023-10-24,Coimbatore,O-,10,1,1,10,0.92,1
2023-10-24,Coimbatore,A+,1,1,1,10,0.95,0
2023-10-24,Coimbatore,A-,9,1,1,10,1.18,0
2023-10-24,Coimbatore,B+,7,1,1,10,0.98,2
2023-10-24,Coimbatore,B-,6,1,1,10,0.84,0
2023-10-24,Coimbatore,AB+,6,1,1,10,1.09,1
2023-10-24,Coimbatore,AB-,4,1,1,10,0.97,0
2023-10-24,Chennai,O+,4,1,1,10,0.83,2
2023-10-24,Chennai,O-,6,1,1,10,0.84,1
2023-10-24,Chennai,A+,3,1,1,10,1.23,1
2023-10-24,Chennai,A-,7,1,1,10,1.4,1
2023-10-24,Chennai,B+,13,1,1,10,1.46,2
2023-10-24,Chennai,B-,7,1,1,10,0.85,0
2023-10-24,Chennai,AB+,4,1,1,10,1.42,2
2023-10-24,Chennai,AB-,7,1,1,10,1.43,2
2023-10-24,Madurai,O+,12,1,1,10,1.35,2
2023-10-24,Madurai,O-,10,1,1,10,1.12,0
2023-10-24,Madurai,A+,7,1,1,10,1.04,2
2023-10-24,Madurai,A-,4,1,1,10,0.95,0
2023-10-24,Madurai,B+,4,1,1,10,1.43,1
2023-10-24,Madurai,B-,4,1,1,10,1.33,2
2023-10-24,Madurai,AB+,1,1,1,10,0.87,2
2023-10-24,Madurai,AB-,10,1,1,10,1.44,2
2023-10-24,Trichy,O+,13,1,1,10,1.05,1
2023-10-24,Trichy,O-,3,1,1,10,1.02,1
2023-10-24,Trichy,A+,4,1,1,10,1.4,2
2023-10-24,Trichy,A-,4,1,1,10,0.93,2
2023-10-24,Trichy,B+,16,1,1,10,0.81,2
2023-10-24,Trichy,B-,6,1,1,10,0.94,2
2023-10-24,Trichy,AB+,10,1,1,10,0.91,1
2023-10-24,Trichy,AB-,15,1,1,10,1.2,0
2023-10-24,Salem,O+,12,1,1,10,0.82,1
2023-10-24,Salem,O-,7,1,1,10,1.39,1
2023-10-24,Salem,A+,4,1,1,10,1.37,1
2023-10-24,Salem,A-,7,1,1,10,0.98,0
2023-10-24,Salem,B+,6,1,1,10,1.17,2
2023-10-24,Salem,B-,6,1,1,10,0.93,0
2023-10-24,Salem,AB+,15,1,1,10,1.3,0
2023-10-24,Salem,AB-,10,1,1,10,1.0,0
2023-10-25,Coimbatore,O+,5,0,2,10,0.92,0
2023-10-25,Coimbatore,O-,8,0,2,10,0.81,0
2023-10-25,Coimbatore,A+,6,0,2,10,1.24,1
2023-10-25,Coimbatore,A-,7,0,2,10,1.33,1
2023-10-25,Coimbatore,B+,4,0,2,10,0.97,0
2023-10-25,Coimbatore,B-,9,0,2,10,1.33,1
2023-10-25,Coimbatore,AB+,7,0,2,10,0.96,2
2023-10-25,Coimbatore,AB-,9,0,2,10,1.37,1
2023-10-25,Chennai,O+,1,0,2,10,1.48,0
2023-10-25,Chennai,O-,4,0,2,10,1.23,2
2023-10-25,Chennai,A+,5,0,2,10,1.1,0
2023-10-25,Chennai,A-,5,0,2,10,0.96,0
2023-10-25,Chennai,B+,8,0,2,10,1.38,1
2023-10-25,Chennai,B-,8,0,2,10,0.91,2
2023-10-25,Chennai,AB+,6,0,2,10,0.95,0
2023-10-25,Chennai,AB-,6,0,2,10,1.36,2
2023-10-25,Madurai,O+,2,0,2,10,1.08,0
2023-10-25,Madurai,O-,1,0,2,10,1.33,0
